75	192
429	208
685	206
669	201
311	190
58	178
1234	195
936	184
1215	218
527	195
13	231
1112	230
822	175
506	176
1011	192
717	233
605	205
1166	200
693	195
376	190
1251	204
406	193
1185	188
377	213
375	233
317	177
608	224
1170	200
727	198
409	203
6	190
575	211
1100	211
926	194
1030	200
346	181
455	194
1208	200
1195	180
972	208
1085	195
1072	171
1053	202
1187	190
1237	196
186	187
674	189
277	214
748	178
224	205
1259	196
331	202
339	224
1096	192
441	213
862	209
869	179
217	178
615	179
53	217
163	205
1231	211
474	212
237	203
920	198
644	200
493	230
1240	207
516	188
1107	220
1061	184
857	203
1038	220
1058	204
1204	204
794	168
1252	219
152	197
531	176
391	207
947	192
749	205
316	207
109	179
415	196
203	198
287	220
230	187
1099	227
488	195
96	203
500	210
1145	213
155	203
591	175
949	202
241	182
315	210
1171	197
1060	219
701	185
300	216
550	155
405	187
885	211
1158	192
177	201
336	196
359	189
587	209
519	190
356	206
332	186
176	200
900	200
164	182
145	201
266	206
280	208
893	197
172	195
998	203
39	207
1193	198
471	197
662	199
403	184
325	220
126	213
313	210
1250	214
1122	204
1037	228
388	232
467	220
710	200
720	206
1077	181
556	188
957	200
929	212
813	180
1253	227
251	192
571	211
185	206
809	188
305	213
139	205
848	208
825	192
1078	240
993	188
1229	213
779	211
819	206
1049	218
1045	198
512	189
502	180
747	193
154	189
520	197
1256	197
504	194
1165	204
554	203
464	199
1220	202
223	207
1218	187
1081	196
328	194
682	188
81	203
1044	215
965	180
184	207
1163	196
696	228
25	201
1022	188
410	212
1083	224
761	214
423	197
1191	166
449	202
745	199
860	234
1200	191
793	203
386	192
483	199
35	191
1	207
910	180
1156	215
364	203
434	201
1192	199
606	216
17	204
574	217
393	180
870	211
363	206
453	201
799	164
392	210
560	197
136	233
179	182
210	194
901	194
561	201
640	192
254	199
1046	196
743	214
45	200
1167	208
285	207
654	174
688	171
622	198
1019	187
193	197
60	200
636	186
370	188
1050	214
457	186
588	203
855	212
1243	200
589	194
1028	200
92	206
932	205
695	219
458	187
765	225
486	191
541	198
395	203
982	195
456	221
1169	185
1014	192
754	210
1064	199
1228	198
125	196
648	191
294	200
1055	182
642	211
122	169
580	198
387	207
530	187
837	211
98	173
985	180
787	166
250	225
805	199
1150	209
190	171
905	198
1244	225
57	210
382	221
880	195
567	226
1217	191
443	189
1160	201
1245	217
465	196
28	192
1059	191
604	206
260	178
411	197
883	191
666	200
878	176
11	195
169	203
259	221
104	207
180	204
226	214
532	188
1090	222
215	180
691	207
890	200
955	189
113	213
539	208
1242	195
78	196
297	209
1224	184
278	178
19	201
355	191
924	197
581	208
992	190
887	201
939	196
990	208
1173	190
369	173
769	192
907	134
1178	203
422	177
187	187
673	216
846	169
755	209
1219	205
95	217
1131	198
1067	223
116	204
658	196
773	199
999	179
1035	200
584	195
1198	193
740	191
307	211
466	189
963	192
161	193
996	210
89	204
205	191
101	216
510	204
632	221
350	197
87	206
485	211
253	215
264	188
90	182
707	180
722	221
1048	198
515	198
646	190
484	209
420	183
100	194
1201	185
962	175
347	211
1005	204
3	189
704	200
118	215
938	219
1190	202
952	210
243	168
1007	214
758	180
513	191
446	176
150	196
951	222
167	193
737	166
1101	191
201	184
160	199
232	164
398	216
1177	199
361	195
302	217
379	207
433	196
384	193
953	205
734	192
692	215
838	197
59	184
239	191
42	199
573	217
1006	191
570	186
367	211
716	207
840	158
784	208
1016	178
353	203
874	216
582	172
941	202
843	210
425	196
815	194
195	207
703	202
526	220
551	181
757	224
181	186
705	217
283	201
598	188
252	191
273	193
614	185
895	200
786	189
256	191
448	183
37	218
969	221
514	197
916	190
1097	199
675	183
681	163
312	198
1153	217
968	216
961	209
1071	198
275	184
978	207
698	199
725	195
801	177
536	181
1176	215
1143	200
731	203
175	184
50	193
821	183
677	171
1068	215
973	220
540	187
341	191
989	186
158	219
495	195
48	169
303	184
780	165
522	181
783	194
771	184
134	216
156	191
413	200
1133	203
1130	188
1126	215
399	181
543	191
358	198
942	192
1239	176
72	181
756	188
424	183
917	140
1115	200
288	203
52	199
468	182
842	212
284	175
1123	187
1080	204
572	199
204	203
753	205
269	176
309	217
873	194
30	186
1070	197
461	220
1203	209
708	206
274	201
216	186
617	204
538	202
908	183
1151	214
1232	187
964	201
1211	216
884	207
231	212
444	175
1197	185
31	198
88	165
71	183
1186	205
697	231
228	188
988	210
850	187
481	189
564	186
987	196
683	152
