198	1
599	1
437	42
948	91
766	102
404	149
157	143
626	185
290	191
497	158
866	161
32	164
15	186
324	172
868	192
726	162
240	213
706	201
229	223
248	201
891	140
1205	225
1216	206
306	174
853	191
38	182
258	214
334	183
227	200
1041	207
849	187
906	175
511	193
365	226
421	200
170	187
1213	183
557	193
214	194
174	201
663	230
378	176
684	218
797	207
712	197
566	183
182	214
428	199
913	194
263	193
919	226
442	193
792	218
1057	209
114	174
1088	208
298	185
66	213
600	224
621	198
795	198
1074	192
921	213
528	204
412	186
146	218
54	218
656	203
257	178
828	213
729	211
619	211
974	214
1020	218
686	194
839	209
721	219
394	209
299	185
1174	203
728	218
124	216
687	193
381	180
826	185
984	203
630	187
713	193
715	205
1110	212
624	204
875	191
55	216
79	208
178	199
930	181
1012	189
1015	199
742	215
789	189
211	179
128	202
148	186
36	212
56	197
940	175
450	207
593	206
894	165
1114	189
46	169
509	174
690	223
904	198
660	199
1003	203
694	189
141	229
760	198
318	182
93	216
960	200
864	166
738	216
140	191
559	181
419	229
565	223
67	215
168	238
322	206
558	216
436	207
194	201
1181	218
796	191
1119	190
991	183
41	205
664	198
1182	173
135	188
983	205
549	212
426	196
1212	212
12	206
563	206
897	185
372	184
272	203
5	192
213	215
1209	191
835	208
592	191
665	207
718	201
1233	195
97	196
281	201
1117	197
132	198
447	198
603	214
590	179
414	190
1183	199
859	205
110	199
127	193
1225	208
491	205
1052	212
102	142
335	198
1238	225
634	199
1069	190
416	201
8	188
1026	198
607	177
245	197
460	212
371	192
1047	209
1120	193
129	206
1091	197
171	88
1136	195
218	195
268	192
612	200
1040	201
115	208
1222	182
971	207
618	202
246	175
620	206
476	199
1109	174
804	196
898	177
928	221
680	199
340	211
911	212
628	205
1021	187
120	200
1206	187
529	198
1009	208
986	206
763	218
236	200
477	206
142	216
1106	216
943	197
279	186
613	206
1172	213
238	197
967	204
1223	189
670	161
1179	186
954	222
548	195
131	206
445	184
151	213
417	188
817	193
1029	192
1098	209
33	199
994	195
1135	198
1082	214
812	179
785	198
249	205
517	193
1031	202
709	196
342	216
482	213
501	217
261	193
1102	221
762	201
1129	228
323	205
51	189
82	214
43	194
802	181
525	182
661	210
487	207
69	190
552	208
108	201
289	212
547	211
602	191
1033	213
1152	193
373	213
463	210
944	185
462	218
199	203
435	222
29	210
1168	181
319	188
173	198
1094	213
861	223
714	189
594	210
68	193
34	222
271	192
1196	168
678	200
165	189
824	204
629	189
374	218
537	201
676	199
276	202
396	211
1184	209
750	212
719	193
741	199
1142	203
1147	203
397	185
679	181
505	188
820	194
823	199
1241	221
653	195
521	198
711	199
27	170
997	178
503	185
480	211
105	214
1207	218
610	192
47	184
1105	201
286	190
524	207
858	192
702	202
892	196
1095	199
569	201
759	215
877	198
1118	175
149	200
1155	207
400	205
99	187
234	197
351	158
244	209
63	202
343	197
107	200
668	187
1141	190
639	192
1111	201
431	210
137	218
349	229
751	240
265	201
1159	219
1161	202
508	238
545	197
222	172
915	187
1127	198
133	194
937	182
499	195
70	194
1148	182
659	211
980	207
1199	220
1018	181
209	186
934	227
94	150
143	186
981	178
847	205
16	227
1042	187
816	204
1246	196
945	220
977	197
854	214
918	197
459	197
844	211
732	215
1254	219
301	190
1255	218
576	210
1025	211
390	196
1065	194
806	181
61	180
1108	227
9	205
616	190
645	181
451	209
357	185
902	213
609	184
882	212
1154	192
1260	207
183	211
585	201
235	214
308	210
267	200
1226	176
863	216
147	186
362	199
689	212
1138	194
637	190
14	203
1230	169
1076	188
106	200
473	208
401	204
810	204
10	192
775	169
914	210
338	205
781	207
899	170
40	198
247	189
1124	190
507	184
1164	197
623	182
1227	222
492	217
162	196
836	180
192	179
80	207
790	185
579	199
830	177
242	196
635	212
647	148
430	202
650	217
24	190
827	211
1247	178
221	178
1034	218
191	191
733	178
649	190
923	192
1180	200
931	178
407	182
966	190
555	210
385	210
1132	182
1002	208
1075	195
643	201
958	189
1027	203
1157	199
841	181
1056	189
49	205
327	214
348	213
935	201
1144	185
1000	211
736	201
1039	226
475	221
833	191
553	224
262	194
523	203
20	193
117	230
189	211
292	197
196	175
535	192
798	235
776	188
383	188
26	197
4	227
881	189
64	198
310	209
44	179
975	208
1073	202
597	165
546	205
1140	217
746	211
956	193
542	199
655	192
489	199
23	224
1089	194
667	189
1258	171
768	221
1139	167
2	184
1017	184
206	225
321	204
1257	204
922	216
950	201
724	187
159	204
959	180
333	216
153	193
633	197
912	239
1086	217
814	194
1149	201
291	192
77	204
818	191
304	195
402	202
896	202
380	193
544	191
625	219
845	213
933	212
472	180
1063	197
791	178
770	185
865	208
438	213
739	190
1032	198
22	190
851	213
1116	183
1062	196
207	198
903	198
494	214
596	196
452	198
767	179
1066	187
1051	195
1188	223
889	180
730	198
778	194
282	183
270	208
1221	207
296	191
345	180
586	206
1043	179
829	183
470	198
344	172
76	213
1093	192
366	221
788	214
220	150
970	198
568	197
976	203
927	210
1249	191
631	208
803	195
1113	177
1236	175
595	216
752	191
1103	211
123	175
1054	198
73	200
111	200
91	196
166	186
1001	201
62	199
7	185
1079	185
995	203
1134	205
782	176
119	204
202	180
144	220
1175	194
834	196
1010	209
478	212
293	208
1137	201
326	212
1214	205
1023	193
534	218
1087	199
533	207
800	196
946	180
188	210
638	208
389	184
314	201
354	217
498	176
1202	197
427	223
352	183
330	197
1104	188
699	186
518	193
1121	201
225	208
871	200
65	200
496	191
130	200
1036	207
432	224
856	205
888	193
1162	200
440	193
1235	198
876	186
578	221
1189	212
772	172
212	220
723	176
886	161
1210	174
764	210
652	190
601	196
418	152
74	209
1024	207
219	162
1146	200
233	203
872	190
86	204
479	192
867	211
562	185
879	193
811	192
83	202
439	198
85	207
138	205
1013	206
1248	200
611	191
777	214
84	215
979	212
627	207
21	197
831	209
583	216
672	199
454	149
469	182
832	168
744	196
200	204
1092	191
360	202
657	195
577	200
121	207
735	233
925	208
1084	169
1125	201
671	209
1008	170
337	179
197	204
320	205
808	187
852	189
208	190
329	195
641	191
1194	204
909	191
807	207
295	184
103	224
1004	190
1128	180
18	211
651	200
700	211
774	179
408	196
112	195
490	194
368	196
255	202
